"Country or Area";"Subgroup";"Year";"Source";"Unit";"Value";"Value Footnotes"
"Croatia";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"10.5";"82"
"Croatia";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"11.7";"79"
"Croatia";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"12.2";"79"
"Croatia";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"79"
"Croatia";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"13.4";"80"
"Croatia";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"12.5";"79"
"Croatia";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"80"
"Croatia";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"12.8";"80"
"Croatia";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"79"
"Croatia";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"81"
"Croatia";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"82"
"Cuba";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"2.2";"83"
"Cuba";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"84"
"Cuba";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"84"
"Cuba";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"84"
"Cuba";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"84"
"Cuba";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"9.6";"84"
"Cuba";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"9.4";"84"
"Cuba";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"11.2";"84"
"Cuba";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"12.3";"84"
"Cuba";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"13.0";"84"
"Cuba";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"1.7";"85"
"Cuba";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"1.7";"86"
"Cuba";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"86"
"Cuba";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"3.1";"86"
"Cuba";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"3.8";"86"
"Cuba";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"86"
"Cuba";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"86"
"Cuba";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"4.7";"86"
"Cuba";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"4.9";"86"
"Cuba";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"86"
"Cyprus";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"87"
"Cyprus";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"87"
"Cyprus";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"87"
"Cyprus";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"87"
"Cyprus";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"87"
"Cyprus";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"87"
"Cyprus";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.9";"88"
"Cyprus";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.4";"87"
"Cyprus";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"87"
"Cyprus";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"3.8";"87"
"Cyprus";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"87"
"Cyprus";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"2.6";"87"
"Cyprus";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"3.0";"87"
"Cyprus";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"88"
"Czech Republic";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"9.8";"89"
"Czech Republic";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"89"
"Czech Republic";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"89"
"Czech Republic";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"89"
"Czech Republic";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"89"
"Czech Republic";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"89"
"Czech Republic";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"10.5";"89"
"Czech Republic";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"8.2";"89"
"Czech Republic";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"89"
"Czech Republic";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"4.7";"89"
"Czech Republic";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"89"
"Czech Republic";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"89"
"Czech Republic";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"89"
"Czech Republic";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"89"
"Czech Republic";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"7.0";"89"
"Czech Republic";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"6.1";"89"
"Czech Republic";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"89"
"Czech Republic";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"89"
"Czech Republic";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"89"
"Czech Republic";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"89"
"Czech Republic";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"89"
"Czech Republic";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"3.9";"89"
"Czech Republic";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"3.3";"89"
"Czech Republic";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"89"
"Czech Republic";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"89"
"Czech Republic";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"3.4";"89"
"Denmark";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"90"
"Denmark";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"90"
"Denmark";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"90"
"Denmark";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"4.3";"90"
"Denmark";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"4.8";"90"
"Denmark";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"90"
"Denmark";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"90"
"Denmark";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"90"
"Denmark";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"90"
"Denmark";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.4";"90"
"Denmark";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.6";"90"
"Denmark";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"90"
"Denmark";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"11.1";"90"
"Denmark";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"91"
"Denmark";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"10.0";"90"
"Denmark";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"90"
"Denmark";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"90"
"Denmark";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"7.3";"90"
"Denmark";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"90"
"Denmark";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"90"
"Denmark";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"90"
"Denmark";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"4.1";"90"
"Denmark";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"5.0";"90"
"Denmark";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"90"
"Denmark";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"90"
"Denmark";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"3.6";"90"
"Denmark";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"4.0";"90"
"Denmark";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.5";"90"
"Denmark";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"3.8";"90"
"Denmark";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"4.5";"90"
"Denmark";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"90"
"Denmark";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"90"
"Denmark";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"90"
"Denmark";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"10.4";"90"
"Denmark";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"91"
"Denmark";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"90"
"Denmark";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"90"
"Denmark";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"90"
"Denmark";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"90"
"Denmark";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"90"
"Denmark";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"90"
"Denmark";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"90"
"Djibouti";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"46.7";"60"
"Djibouti";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"41.9";"60"
"Dominica";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"9.4";"1"
"Dominica";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"19.4";"2"
"Dominica";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"27.3";"1"
"Dominica";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"17.5";"5"
"Dominica";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"11.9";"1"
"Dominica";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"2"
"Dominica";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"19.6";"1"
"Dominica";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"2"
"Dominica";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"5"
"Dominican Republic";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"28.8";"92"
"Dominican Republic";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"30.7";"93"
"Dominican Republic";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"26.6";"92"
"Dominican Republic";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"26.6";"92"
"Dominican Republic";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"26.0";"92"
"Dominican Republic";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"23.8";"92"
"Dominican Republic";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"24.9";"92"
"Dominican Republic";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"23.8";"92"
"Dominican Republic";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"28.6";"92"
"Dominican Republic";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"28.4";"92"
"Dominican Republic";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"30.1";"94"
"Dominican Republic";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"27.1";"60"
"Dominican Republic";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"34.8";"95"
"Dominican Republic";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"35.2";"60"
"Dominican Republic";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"33.3";"60"
"Dominican Republic";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"11.3";"92"
"Dominican Republic";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"10.5";"93"
"Dominican Republic";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"92"
"Dominican Republic";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.4";"92"
"Dominican Republic";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"9.3";"92"
"Dominican Republic";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"7.9";"92"
"Dominican Republic";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"7.8";"92"
"Dominican Republic";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"9.3";"92"
"Dominican Republic";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"9.5";"92"
"Dominican Republic";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"10.6";"92"
"Dominican Republic";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.8";"94"
"Dominican Republic";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"10.2";"60"
"Dominican Republic";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"11.4";"95"
"Dominican Republic";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"12.0";"60"
"Dominican Republic";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"12.8";"60"
"Ecuador";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"10.8";"96"
"Ecuador";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"11.4";"96"
"Ecuador";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"15.0";"96"
"Ecuador";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"13.9";"96"
"Ecuador";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"16.2";"97"
"Ecuador";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"19.5";"98"
"Ecuador";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"15.9";"96"
"Ecuador";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"12.6";"96"
"Ecuador";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"14.1";"96"
"Ecuador";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"98"
"Ecuador";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"9.2";"98"
"Ecuador";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"11.5";"99"
"Ecuador";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"13.2";"100"
"Ecuador";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"13.1";"98"
"Ecuador";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"9.2";"98"
"Ecuador";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"11.1";"101"
"Ecuador";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"10.3";"101"
"Ecuador";"Female 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"10.4";"102"
"Ecuador";"Male 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"96"
"Ecuador";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"96"
"Ecuador";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.0";"96"
"Ecuador";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"96"
"Ecuador";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"6.7";"97"
"Ecuador";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"10.5";"98"
"Ecuador";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"8.4";"96"
"Ecuador";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"96"
"Ecuador";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"96"
"Ecuador";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.5";"98"
"Ecuador";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"5.7";"98"
"Ecuador";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"6.2";"99"
"Ecuador";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"6.0";"100"
"Ecuador";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"5.3";"98"
"Ecuador";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"4.2";"98"
"Ecuador";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"101"
"Ecuador";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"101"
"Ecuador";"Male 15+ yr";"1987";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"102"
"Egypt";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"24.4";"103"
"Egypt";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"24.2";"103"
"Egypt";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"23.9";"104"
"Egypt";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"22.2";"104"
"Egypt";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"22.7";"105"
"Egypt";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"19.4";"104"
"Egypt";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"19.9";"104"
"Egypt";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"19.8";"105"
"Egypt";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"24.1";"106"
"Egypt";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"23.1";"106"
"Egypt";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"22.7";"106"
"Egypt";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"17.3";"107"
"Egypt";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"21.3";"108"
"Egypt";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"17.9";"108"
"Egypt";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"10.7";"108"
"Egypt";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"103"
"Egypt";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"103"
"Egypt";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"104"
"Egypt";"Male 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"5.8";"104"
"Egypt";"Male 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"105"
"Egypt";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"104"
"Egypt";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"5.1";"104"
"Egypt";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"105"
"Egypt";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"7.6";"106"
"Egypt";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"106"
"Egypt";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"7.7";"106"
"Egypt";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"6.5";"107"
"Egypt";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"5.9";"108"
"Egypt";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"108"
"Egypt";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"5.4";"108"
"El Salvador";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"3.9";"109"
"El Salvador";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"109"
"El Salvador";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"3.5";"109"
"El Salvador";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"4.6";"109"
"El Salvador";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"6.0";"109"
"El Salvador";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"5.2";"109"
"El Salvador";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"6.3";"109"
"El Salvador";"Female 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"5.6";"109"
"El Salvador";"Female 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"6.4";"110"
"El Salvador";"Female 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"6.9";"110"
"El Salvador";"Female 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"7.2";"111"
"El Salvador";"Female 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"6.6";"112"
"El Salvador";"Female 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"9.8";"113"
"El Salvador";"Female 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"6.8";"111"
"El Salvador";"Female 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"111"
"El Salvador";"Female 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"114"
"El Salvador";"Female 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"24.3";"115"
"El Salvador";"Male 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"8.7";"109"
"El Salvador";"Male 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.3";"109"
"El Salvador";"Male 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"109"
"El Salvador";"Male 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"8.3";"109"
"El Salvador";"Male 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"8.2";"109"
"El Salvador";"Male 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"9.2";"109"
"El Salvador";"Male 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"109"
"El Salvador";"Male 15+ yr";"1995";"ILO_KILM Database 5ed_2007";"Percent";"8.1";"109"
"El Salvador";"Male 15+ yr";"1994";"ILO_KILM Database 5ed_2007";"Percent";"8.4";"110"
"El Salvador";"Male 15+ yr";"1993";"ILO_KILM Database 5ed_2007";"Percent";"11.8";"110"
"El Salvador";"Male 15+ yr";"1992";"ILO_KILM Database 5ed_2007";"Percent";"8.4";"111"
"El Salvador";"Male 15+ yr";"1991";"ILO_KILM Database 5ed_2007";"Percent";"8.0";"112"
"El Salvador";"Male 15+ yr";"1990";"ILO_KILM Database 5ed_2007";"Percent";"10.1";"113"
"El Salvador";"Male 15+ yr";"1989";"ILO_KILM Database 5ed_2007";"Percent";"10.0";"111"
"El Salvador";"Male 15+ yr";"1988";"ILO_KILM Database 5ed_2007";"Percent";"11.0";"111"
"El Salvador";"Male 15+ yr";"1986";"ILO_KILM Database 5ed_2007";"Percent";"7.5";"114"
"El Salvador";"Male 15+ yr";"1985";"ILO_KILM Database 5ed_2007";"Percent";"12.4";"115"
"Estonia";"Female 15+ yr";"2005";"ILO_KILM Database 5ed_2007";"Percent";"7.1";"50"
"Estonia";"Female 15+ yr";"2004";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"50"
"Estonia";"Female 15+ yr";"2003";"ILO_KILM Database 5ed_2007";"Percent";"9.9";"50"
"Estonia";"Female 15+ yr";"2002";"ILO_KILM Database 5ed_2007";"Percent";"9.7";"50"
"Estonia";"Female 15+ yr";"2001";"ILO_KILM Database 5ed_2007";"Percent";"12.2";"50"
"Estonia";"Female 15+ yr";"2000";"ILO_KILM Database 5ed_2007";"Percent";"12.0";"50"
"Estonia";"Female 15+ yr";"1999";"ILO_KILM Database 5ed_2007";"Percent";"10.9";"116"
"Estonia";"Female 15+ yr";"1998";"ILO_KILM Database 5ed_2007";"Percent";"8.5";"117"
"Estonia";"Female 15+ yr";"1997";"ILO_KILM Database 5ed_2007";"Percent";"8.9";"117"
"Estonia";"Female 15+ yr";"1996";"ILO_KILM Database 5ed_2007";"Percent";"9.2";"118"
